tweet_id,retweet_count,favorite_count
667455448082227200,56,181
667453023279554560,84,297
667443425659232256,541,743
667437278097252352,223,427
667435689202614272,79,293
667405339315146752,211,446
667393430834667520,52,184
667369227918143488,152,349
667211855547486208,224,462
667200525029539841,245,584
667192066997374976,92,364
667188689915760640,374,707
667182792070062081,5772,13541
667177989038297088,51,181
667176164155375616,428,580
667174963120574464,72,234
667171260800061440,77,210
667165590075940865,1052,2547
667160273090932737,59,243
667152164079423490,15852,45187
667138269671505920,2047,4336
667119796878725120,122,315
667090893657276420,117,317
667073648344346624,111,379
667070482143944705,13,78
667065535570550784,41,160
667062181243039745,49,209
667044094246576128,46,175
667012601033924608,210,425
666996132027977728,84,227
666983947667116034,912,2408
666837028449972224,516,761
666835007768551424,74,200
666826780179869698,86,239
666817836334096384,235,484
666804364988780544,84,219
666786068205871104,452,710
666781792255496192,177,363
666776908487630848,159,326
666739327293083650,60,222
666701168228331520,203,405
666691418707132416,45,175
666649482315059201,576,1054
666644823164719104,75,220
666454714377183233,199,484
666447344410484738,18,98
666437273139982337,42,115
666435652385423360,47,157
666430724426358785,175,293
666428276349472768,75,152
666421158376562688,105,294
666418789513326592,41,113
666411507551481857,293,408
666407126856765440,32,99
666396247373291520,75,156
666373753744588802,81,171
666362758909284353,515,718
666353288456101888,64,196
666345417576210432,128,273
666337882303524864,83,180
666293911632134144,317,462
666287406224695296,60,135
666273097616637952,70,160
666268910803644416,32,95
666104133288665088,5924,13518
666102155909144576,11,70
666099513787052032,58,142
666094000022159362,66,153
666082916733198337,41,102
666073100786774016,145,294
666071193221509120,52,135
666063827256086533,195,447
666058600524156928,53,105
666057090499244032,124,267
666055525042405380,218,406
666051853826850816,767,1119
666050758794694657,51,124
666049248165822465,40,96
666044226329800704,130,269
666033412701032449,41,111
666029285002620928,42,120
666020888022790149,459,2392
